file_path,label,file_size_bytes,num_objects,has_js,has_open_action,has_launch,has_embedded_file,has_aa,entropy
BENIGN\Ben07\n-04-23.pdf,0,94091,173,0,1,0,0,0,7.6978
BENIGN\Ben07\n-04-24.pdf,0,53755,24,0,0,0,0,0,7.94
BENIGN\Ben07\n-04-25.pdf,0,53862,85,0,1,0,0,0,7.7722
BENIGN\Ben07\n-04-26.pdf,0,35482,21,0,0,0,0,0,7.9167
BENIGN\Ben07\n-04-27.pdf,0,61619,30,0,0,0,0,0,7.939
BENIGN\Ben07\n-04-28.pdf,0,90950,50,0,0,0,0,0,7.9332
BENIGN\Ben07\n-04-3.pdf,0,65897,27,0,0,0,0,0,7.9465
BENIGN\Ben07\n-04-30.pdf,0,46683,27,0,0,0,0,0,7.9257
BENIGN\Ben07\n-04-31.pdf,0,47339,27,0,0,0,0,0,7.9274
BENIGN\Ben07\n-04-32.pdf,0,60523,75,0,1,0,0,0,7.8105
BENIGN\Ben07\n-04-34.pdf,0,325484,2501,0,1,0,0,0,6.0456
BENIGN\Ben07\n-04-35.pdf,0,56832,30,0,0,0,0,0,7.9341
BENIGN\Ben07\n-04-36.pdf,0,57231,30,0,0,0,0,0,7.934
BENIGN\Ben07\n-04-37.pdf,0,82977,45,0,0,0,0,0,7.9291
BENIGN\Ben07\n-04-38.pdf,0,47898,83,0,1,0,0,0,7.689
BENIGN\Ben07\n-04-39.pdf,0,84354,47,0,0,0,0,0,7.9332
BENIGN\Ben07\n-04-40.pdf,0,56255,27,0,0,0,0,0,7.9383
BENIGN\Ben07\n-04-41.pdf,0,63998,127,0,1,0,0,0,7.6725
BENIGN\Ben07\n-04-42.pdf,0,56442,27,0,0,0,0,0,7.9378
BENIGN\Ben07\n-04-43.pdf,0,50325,71,0,1,0,0,0,7.7683
BENIGN\Ben07\n-04-44.pdf,0,46190,24,0,0,0,0,0,7.9371
BENIGN\Ben07\n-04-45.pdf,0,71035,39,0,0,0,0,0,7.9259
BENIGN\Ben07\n-04-46.pdf,0,33121,32,0,0,0,0,0,7.4171
BENIGN\Ben07\n-04-47.pdf,0,15795,23,0,0,0,0,0,6.5855
BENIGN\Ben07\n-04-50.pdf,0,145878,98,0,0,0,0,0,7.5377
BENIGN\Ben07\n-04-51.pdf,0,15286,21,0,0,0,0,0,6.3463
BENIGN\Ben07\n-04-52.pdf,0,24082,35,0,0,0,0,0,7.3682
BENIGN\Ben07\n-04-55.pdf,0,11840,24,0,0,0,0,0,6.3552
BENIGN\Ben07\n-04-57.pdf,0,10676,15,0,0,0,0,0,5.9401
BENIGN\Ben07\n-04-58.pdf,0,23729,26,0,0,0,0,0,6.972
BENIGN\Ben07\n-04-59.pdf,0,33133,34,0,0,0,0,0,7.151
BENIGN\Ben07\n-04-6.pdf,0,75865,36,0,0,0,0,0,7.9412
BENIGN\Ben07\n-04-61.pdf,0,25552,29,0,0,0,0,0,7.0895
BENIGN\Ben07\n-04-62.pdf,0,21583,32,0,0,0,0,0,6.9364
BENIGN\Ben07\n-04-63.pdf,0,10835,20,0,0,0,0,0,6.4779
BENIGN\Ben07\n-04-64.pdf,0,16441,24,0,0,0,0,0,6.7156
BENIGN\Ben07\n-04-65.pdf,0,13779,17,0,0,0,0,0,6.6405
BENIGN\Ben07\n-04-66.pdf,0,22158,28,0,0,0,0,0,6.9397
BENIGN\Ben07\n-04-67.pdf,0,29491,31,0,0,0,0,0,7.2268
BENIGN\Ben07\n-04-68.pdf,0,14242,21,0,0,0,0,0,6.4507
BENIGN\Ben07\n-04-69.pdf,0,15453,23,0,0,0,0,0,6.3897
BENIGN\Ben07\n-04-70.pdf,0,46488,50,0,0,0,0,0,7.2428
BENIGN\Ben07\n-04-71.pdf,0,14293,23,0,0,0,0,0,6.9137
BENIGN\Ben07\n-04-74.pdf,0,26467,61,0,0,0,0,0,6.9184
BENIGN\Ben07\n-04-75.pdf,0,26511,61,0,0,0,0,0,6.933
BENIGN\Ben07\n-04-76.pdf,0,25284,31,0,0,0,0,0,7.0065
BENIGN\Ben07\n-04-78.pdf,0,15281,25,0,0,0,0,0,6.8963
BENIGN\Ben07\n-04-79.pdf,0,11210,20,0,0,0,0,0,6.5334
BENIGN\Ben07\n-04-8.pdf,0,72259,36,0,0,0,0,0,7.9387
BENIGN\Ben07\n-04-80.pdf,0,25239,36,0,0,0,0,0,7.4058
BENIGN\Ben07\n-04-84.pdf,0,45034,46,0,0,0,0,0,7.2231
BENIGN\Ben07\n-05-01.pdf,0,104208,133,0,0,0,0,0,7.7707
BENIGN\Ben07\n-05-03.pdf,0,18163,36,0,0,0,0,0,6.9518
BENIGN\Ben07\n-05-04.pdf,0,122711,115,0,0,0,0,0,7.4901
BENIGN\Ben07\n-05-05.pdf,0,24578,40,0,0,0,0,0,7.2744
BENIGN\Ben07\n-05-06.pdf,0,13551,26,0,0,0,0,0,6.7379
BENIGN\Ben07\n-05-07.pdf,0,19012,25,0,0,0,0,0,6.8118
BENIGN\Ben07\n-05-08.pdf,0,16063,27,0,0,0,0,0,6.9663
BENIGN\Ben07\n-05-10.pdf,0,91518,119,0,0,0,0,0,7.3908
BENIGN\Ben07\n-05-101.pdf,0,150346,523,0,1,0,0,0,7.3242
BENIGN\Ben07\n-05-13.pdf,0,35969,60,0,0,0,0,0,7.5066
BENIGN\Ben07\n-05-15.pdf,0,19991,27,0,0,0,0,0,6.9441
BENIGN\Ben07\n-05-18.pdf,0,11943,25,0,0,0,0,0,6.3917
BENIGN\Ben07\n-05-20.pdf,0,27446,45,0,0,0,0,0,7.3673
BENIGN\Ben07\n-05-21.pdf,0,38067,75,0,0,0,0,0,7.452
BENIGN\Ben07\n-05-22.pdf,0,18537,33,0,0,0,0,0,7.1255
BENIGN\Ben07\n-05-24.pdf,0,15012,23,0,0,0,0,0,6.6059
BENIGN\Ben07\n-05-25.pdf,0,10813,22,0,0,0,0,0,6.3367
BENIGN\Ben07\n-05-26.pdf,0,15325,21,0,0,0,0,0,6.3425
BENIGN\Ben07\n-05-27.pdf,0,17254,35,0,0,0,0,0,6.9685
BENIGN\Ben07\n-05-30.pdf,0,29407,44,0,0,0,0,0,7.3831
BENIGN\Ben07\n-05-31.pdf,0,17753,34,0,0,0,0,0,7.0363
BENIGN\Ben07\n-05-32.pdf,0,42021,68,0,0,0,0,0,7.5536
BENIGN\Ben07\n-05-36.pdf,0,16121,30,0,0,0,0,0,6.986
BENIGN\Ben07\n-05-38.pdf,0,137729,238,0,0,0,0,0,7.7182
BENIGN\Ben07\n-05-40.pdf,0,35929,55,0,0,0,0,0,7.4949
BENIGN\Ben07\n-05-41.pdf,0,15807,32,0,0,0,0,0,6.7603
BENIGN\Ben07\n-05-42.pdf,0,16421,25,0,0,0,0,0,7.072
BENIGN\Ben07\n-05-43.pdf,0,75021,125,0,0,0,0,0,7.6511
BENIGN\Ben07\n-05-44.pdf,0,44848,88,0,0,0,0,0,7.4691
BENIGN\Ben07\n-05-45.pdf,0,35270,63,0,0,0,0,0,7.4393
BENIGN\Ben07\n-05-46.pdf,0,15403,21,0,0,0,0,0,6.3426
BENIGN\Ben07\n-05-47.pdf,0,19358,27,0,0,0,0,0,6.7194
BENIGN\Ben07\n-05-48.pdf,0,42789,79,0,0,0,0,0,7.4911
BENIGN\Ben07\n-05-49.pdf,0,11417,26,0,0,0,0,0,6.2612
BENIGN\Ben07\n-05-50.pdf,0,26580,46,0,0,0,0,0,7.3884
BENIGN\Ben07\n-05-51.pdf,0,26292,44,0,0,0,0,0,7.3033
BENIGN\Ben07\n-05-53.pdf,0,23382,35,0,0,0,0,0,7.2593
BENIGN\Ben07\n-05-57.pdf,0,27888,47,0,0,0,0,0,7.3461
BENIGN\Ben07\n-05-59.pdf,0,11457,24,0,0,0,0,0,6.389
BENIGN\Ben07\n-05-60.pdf,0,14273,24,0,0,0,0,0,6.7499
BENIGN\Ben07\n-05-61.pdf,0,11733,24,0,0,0,0,0,5.7952
BENIGN\Ben07\n-05-62.pdf,0,32413,57,0,0,0,0,0,7.4645
BENIGN\Ben07\n-05-64.pdf,0,148140,246,0,0,0,0,0,7.742
BENIGN\Ben07\n-05-69.pdf,0,16569,32,0,0,0,0,0,6.9858
BENIGN\Ben07\n-05-70.pdf,0,11368,23,0,0,0,0,0,6.4698
BENIGN\Ben07\n-05-73.pdf,0,25278,53,0,0,0,0,0,7.2115
BENIGN\Ben07\n-05-74.pdf,0,34864,62,0,0,0,0,0,7.4369
BENIGN\Ben07\n-05-76.pdf,0,28706,60,0,0,0,0,0,7.3304
BENIGN\Ben07\n-05-77.pdf,0,13659,28,0,0,0,0,0,6.6247
BENIGN\Ben07\n-05-79.pdf,0,17686,20,0,0,0,0,0,7.2323
BENIGN\Ben07\n-05-80.pdf,0,45280,77,0,0,0,0,0,7.5857
BENIGN\Ben07\n-05-84.pdf,0,14861,24,0,0,0,0,0,6.7939
BENIGN\Ben07\n-05-86.pdf,0,19548,34,0,0,0,0,0,7.1948
BENIGN\Ben07\n-05-88.pdf,0,20311,32,0,0,0,0,0,7.1606
BENIGN\Ben07\n-05-89.pdf,0,13485,28,0,0,0,0,0,6.6775
BENIGN\Ben07\n-05-90.pdf,0,17271,36,0,0,0,0,0,6.9188
BENIGN\Ben07\n-05-91.pdf,0,11836,26,0,0,0,0,0,6.4705
BENIGN\Ben07\n-05-92.pdf,0,52837,69,0,0,0,0,0,7.657
BENIGN\Ben07\n-05-93.pdf,0,41384,67,0,0,0,0,0,7.5459
BENIGN\Ben07\n-05-94.pdf,0,25237,39,0,0,0,0,0,7.3748
BENIGN\Ben07\n-05-95.pdf,0,45363,40,0,0,0,0,0,7.1495
BENIGN\Ben07\n-05-98.pdf,0,40523,50,0,0,0,0,0,7.2673
BENIGN\Ben07\n-05-99.pdf,0,22724,42,0,0,0,0,0,7.2384
BENIGN\Ben07\n-06-01.pdf,0,25331,35,0,0,0,0,0,6.9175
BENIGN\Ben07\n-06-02.pdf,0,58927,70,0,1,0,0,1,7.8282
BENIGN\Ben07\n-06-03.pdf,0,15346,26,0,0,0,0,0,6.8734
BENIGN\Ben07\n-06-05.pdf,0,24305,31,0,0,0,0,0,7.1745
BENIGN\Ben07\n-06-06.pdf,0,17380,25,0,0,0,0,0,6.6377
BENIGN\Ben07\n-06-07.pdf,0,14530,23,0,0,0,0,0,6.2773
BENIGN\Ben07\n-06-09.pdf,0,40359,48,0,0,0,0,0,7.2425
BENIGN\Ben07\n-06-10.pdf,0,17648,25,0,0,0,0,0,6.5613
BENIGN\Ben07\n-06-100.pdf,0,53618,86,0,0,0,0,0,7.6188
BENIGN\Ben07\n-06-101.pdf,0,14936,31,0,0,0,0,0,6.6593
BENIGN\Ben07\n-06-105.pdf,0,15677,26,0,0,0,0,0,6.9156
BENIGN\Ben07\n-06-107.pdf,0,41823,68,0,0,0,0,0,7.5192
BENIGN\Ben07\n-06-108.pdf,0,26732,36,0,0,0,0,0,7.4389
BENIGN\Ben07\n-06-109.pdf,0,46800,89,0,0,0,0,0,7.5022
BENIGN\Ben07\n-06-11.pdf,0,24432,29,0,0,0,0,0,7.085
BENIGN\Ben07\n-06-110.pdf,0,14916,33,0,0,0,0,0,6.6887
BENIGN\Ben07\n-06-12.pdf,0,20960,27,0,0,0,0,0,6.8149
BENIGN\Ben07\n-06-13.pdf,0,36874,47,0,0,0,0,0,7.3071
BENIGN\Ben07\n-06-14.pdf,0,51108,54,0,0,0,0,0,7.2486
BENIGN\Ben07\n-06-15.pdf,0,11929,19,0,0,0,0,0,5.9474
BENIGN\Ben07\n-06-16.pdf,0,19604,25,0,0,0,0,0,6.6404
BENIGN\Ben07\n-06-17.pdf,0,15206,23,0,0,0,0,0,6.5917
BENIGN\Ben07\n-06-18.pdf,0,16989,22,0,0,0,0,0,6.4528
BENIGN\Ben07\n-06-20.pdf,0,27986,37,0,0,0,0,0,7.1057
BENIGN\Ben07\n-06-24.pdf,0,150371,136,0,0,0,0,0,7.5896
BENIGN\Ben07\n-06-25.pdf,0,144043,131,0,0,0,0,0,7.6063
BENIGN\Ben07\n-06-26.pdf,0,40621,50,0,0,0,0,0,7.2736
BENIGN\Ben07\n-06-27.pdf,0,29235,38,0,0,0,0,0,6.9609
BENIGN\Ben07\n-06-28.pdf,0,41108,52,0,0,0,0,0,7.2021
BENIGN\Ben07\n-06-29.pdf,0,15950,23,0,0,0,0,0,6.4807
BENIGN\Ben07\n-06-30.pdf,0,13830,21,0,0,0,0,0,6.2313
BENIGN\Ben07\n-06-31.pdf,0,39999,41,0,0,0,0,0,7.2602
BENIGN\Ben07\n-06-33.pdf,0,29776,35,0,0,0,0,0,7.1884
BENIGN\Ben07\n-06-34.pdf,0,69514,52,0,0,0,0,0,7.6895
BENIGN\Ben07\n-06-35.pdf,0,18604,28,0,0,0,0,0,6.7267
BENIGN\Ben07\n-06-36.pdf,0,15550,25,0,0,0,0,0,6.5098
BENIGN\Ben07\n-06-38.pdf,0,20280,27,0,0,0,0,0,6.8266
BENIGN\Ben07\n-06-40.pdf,0,27998,36,0,0,0,0,0,7.0817
BENIGN\Ben07\n-06-41.pdf,0,31509,44,0,0,0,0,0,7.197
BENIGN\Ben07\n-06-43.pdf,0,28473,37,0,0,0,0,0,7.1478
BENIGN\Ben07\n-06-44.pdf,0,25852,32,0,0,0,0,0,6.91
BENIGN\Ben07\n-06-45.pdf,0,17169,27,0,0,0,0,0,6.435
BENIGN\Ben07\n-06-46.pdf,0,60809,75,0,0,0,0,0,7.5021
BENIGN\Ben07\n-06-47.pdf,0,70968,87,0,0,0,0,0,7.4439
BENIGN\Ben07\n-06-48.pdf,0,34222,48,0,0,0,0,0,7.1742
BENIGN\Ben07\n-06-50.pdf,0,42875,54,0,0,0,0,0,7.4019
BENIGN\Ben07\n-06-52.pdf,0,92426,94,0,0,0,0,0,7.8375
BENIGN\Ben07\n-06-53.pdf,0,11723,19,0,0,0,0,0,5.7362
BENIGN\Ben07\n-06-54.pdf,0,37651,55,0,0,0,0,0,7.1896
BENIGN\Ben07\n-06-56.pdf,0,15925,25,0,0,0,0,0,6.4082
BENIGN\Ben07\n-06-58.pdf,0,18259,27,0,0,0,0,0,6.678
BENIGN\Ben07\n-06-59.pdf,0,20201,31,0,0,0,0,0,6.6246
BENIGN\Ben07\n-06-6.pdf,0,55633,78,0,1,0,0,0,7.7737
BENIGN\Ben07\n-06-60.pdf,0,33479,59,0,0,0,0,0,7.4777
BENIGN\Ben07\n-06-64.pdf,0,10629,22,0,0,0,0,0,6.2961
BENIGN\Ben07\n-06-65.pdf,0,27653,43,0,0,0,0,0,7.3644
BENIGN\Ben07\n-06-67.pdf,0,62075,62,0,0,0,0,0,7.4102
BENIGN\Ben07\n-06-68.pdf,0,24130,44,0,0,0,0,0,7.2326
BENIGN\Ben07\n-06-69.pdf,0,32794,62,0,0,0,0,0,7.4192
BENIGN\Ben07\n-06-70.pdf,0,17720,27,0,0,0,0,0,6.828
BENIGN\Ben07\n-06-73.pdf,0,15047,21,0,0,0,0,0,6.4266
BENIGN\Ben07\n-06-75.pdf,0,18631,24,0,0,0,0,0,6.7299
BENIGN\Ben07\n-06-76.pdf,0,20335,29,0,0,0,0,0,6.7875
BENIGN\Ben07\n-06-77.pdf,0,54075,60,0,0,0,0,0,7.5358
BENIGN\Ben07\n-06-78.pdf,0,15745,33,0,0,0,0,0,6.5897
BENIGN\Ben07\n-06-79.pdf,0,34680,57,0,0,0,0,0,7.4781
BENIGN\Ben07\n-06-80.pdf,0,13983,24,0,0,0,0,0,6.0676
BENIGN\Ben07\n-06-82.pdf,0,23602,32,0,0,0,0,0,7.0069
BENIGN\Ben07\n-06-83.pdf,0,33852,68,0,0,0,0,0,7.3454
BENIGN\Ben07\n-06-85.pdf,0,24796,51,0,0,0,0,0,7.1504
BENIGN\Ben07\n-06-86.pdf,0,21716,42,0,0,0,0,0,7.0422
BENIGN\Ben07\n-06-87.pdf,0,32543,53,0,0,0,0,0,7.4403
BENIGN\Ben07\n-06-88.pdf,0,24882,48,0,0,0,0,0,7.2264
BENIGN\Ben07\n-06-89.pdf,0,24078,32,0,0,0,0,0,7.4022
BENIGN\Ben07\n-06-91.pdf,0,34796,65,0,0,0,0,0,7.4329
BENIGN\Ben07\n-06-92.pdf,0,27330,51,0,0,0,0,0,7.3524
BENIGN\Ben07\n-06-93.pdf,0,20177,40,0,0,0,0,0,7.0037
BENIGN\Ben07\n-06-95.pdf,0,16750,25,0,0,0,0,0,7.0075
BENIGN\Ben07\n-06-96.pdf,0,22347,41,0,0,0,0,0,7.1149
BENIGN\Ben07\n-06-97.pdf,0,31131,43,0,0,0,0,0,7.4371
BENIGN\Ben07\n-06-99.pdf,0,14583,29,0,0,0,0,0,6.7274
BENIGN\Ben07\n-07-03.pdf,0,44970,60,0,0,0,0,0,7.5972
BENIGN\Ben07\n-07-05.pdf,0,28993,54,0,0,0,0,0,7.3952
BENIGN\Ben07\n-07-06.pdf,0,50086,73,0,0,0,0,0,7.6505
BENIGN\Ben07\n-07-07.pdf,0,48308,67,0,0,0,0,0,7.6003
BENIGN\Ben07\n-07-08.pdf,0,26708,38,0,0,0,0,0,7.4178
BENIGN\Ben07\n-07-09.pdf,0,30148,60,0,0,0,0,0,7.3002
BENIGN\Ben07\n-07-11.pdf,0,38935,69,0,0,0,0,0,7.5094
BENIGN\Ben07\n-07-13.pdf,0,24666,53,0,0,0,0,0,7.1972
BENIGN\Ben07\n-07-14.pdf,0,27306,50,0,0,0,0,0,7.3396
BENIGN\Ben07\n-07-15.pdf,0,66781,97,0,0,0,0,0,7.6794
BENIGN\Ben07\n-07-17.pdf,0,23280,47,0,0,0,0,0,7.151
BENIGN\Ben07\n-07-18.pdf,0,35166,45,0,0,0,0,0,7.5468
BENIGN\Ben07\n-07-19.pdf,0,15836,34,0,0,0,0,0,6.8453
BENIGN\Ben07\n-07-21.pdf,0,28255,51,0,0,0,0,0,7.2879
BENIGN\Ben07\n-07-22.pdf,0,50992,64,0,0,0,0,0,7.7078
BENIGN\Ben07\n-07-24.pdf,0,16241,34,0,0,0,0,0,6.8487
BENIGN\Ben07\n-07-25.pdf,0,14911,25,0,0,0,0,0,6.981
BENIGN\Ben07\n-07-26.pdf,0,66565,122,0,0,0,0,0,7.5306
BENIGN\Ben07\n-07-28.pdf,0,14767,25,0,0,0,0,0,6.8877
BENIGN\Ben07\n-07-29.pdf,0,19836,39,0,0,0,0,0,7.0989
BENIGN\Ben07\n-07-30.pdf,0,25870,54,0,0,0,0,0,7.2303
BENIGN\Ben07\n-07-31.pdf,0,19932,39,0,0,0,0,0,7.0138
BENIGN\Ben07\n-07-34.pdf,0,25589,39,0,0,0,0,0,7.3141
BENIGN\Ben07\n-07-35.pdf,0,19097,33,0,0,0,0,0,7.1117
BENIGN\Ben07\n-07-36.pdf,0,30474,51,0,0,0,0,0,7.4676
BENIGN\Ben07\n-07-39.pdf,0,20977,37,0,0,0,0,0,7.24
BENIGN\Ben07\n-07-43.pdf,0,24700,52,0,0,0,0,0,7.1644
BENIGN\Ben07\n-07-45.pdf,0,23202,42,0,0,0,0,0,7.248
BENIGN\Ben07\n-07-46.pdf,0,33268,63,0,0,0,0,0,7.3836
BENIGN\Ben07\n-07-48.pdf,0,13866,25,0,0,0,0,0,6.8389
BENIGN\Ben07\n-07-50.pdf,0,24510,51,0,0,0,0,0,7.1775
BENIGN\Ben07\n-07-52.pdf,0,145371,191,0,0,0,0,0,7.7928
BENIGN\Ben07\n-07-53.pdf,0,133454,169,0,0,0,0,0,7.792
BENIGN\Ben07\n-07-54.pdf,0,16640,28,0,0,0,0,0,7.0778
BENIGN\Ben07\n-07-55.pdf,0,16553,34,0,0,0,0,0,6.864
BENIGN\Ben07\n-07-57.pdf,0,16309,32,0,0,0,0,0,6.9193
BENIGN\Ben07\n-07-58.pdf,0,13754,21,0,0,0,0,0,6.8302
BENIGN\Ben07\n-07-60.pdf,0,13974,28,0,0,0,0,0,6.7482
BENIGN\Ben07\n-07-62.pdf,0,22224,40,0,0,0,0,0,7.1985
BENIGN\Ben08\n-07-100.pdf,0,90076,146,0,0,0,0,0,7.7011
BENIGN\Ben08\n-07-101.pdf,0,33303,36,0,0,0,0,0,7.5476
BENIGN\Ben08\n-07-63.pdf,0,11925,25,0,0,0,0,0,6.3567
BENIGN\Ben08\n-07-67.pdf,0,15971,26,0,0,0,0,0,6.9276
BENIGN\Ben08\n-07-69.pdf,0,30672,48,0,0,0,0,0,7.3877
BENIGN\Ben08\n-07-72.pdf,0,16458,30,0,0,0,0,0,7.0037
BENIGN\Ben08\n-07-73.pdf,0,17258,36,0,0,0,0,0,6.9251
BENIGN\Ben08\n-07-77.pdf,0,43091,58,0,0,0,0,0,7.6518
BENIGN\Ben08\n-07-78.pdf,0,60915,104,0,0,0,0,0,7.6114
BENIGN\Ben08\n-07-80.pdf,0,32580,51,0,0,0,0,0,7.4891
BENIGN\Ben08\n-07-81.pdf,0,35826,46,0,0,0,0,0,7.5289
BENIGN\Ben08\n-07-82.pdf,0,33196,36,0,0,0,0,0,7.5535
BENIGN\Ben08\n-07-83.pdf,0,27922,38,0,0,0,0,0,7.4289
BENIGN\Ben08\n-07-84.pdf,0,23780,33,0,0,0,0,0,7.3632
BENIGN\Ben08\n-07-86.pdf,0,30628,57,0,0,0,0,0,7.3752
BENIGN\Ben08\n-07-88.pdf,0,34968,68,0,0,0,0,0,7.4338
BENIGN\Ben08\n-07-89.pdf,0,46234,79,0,0,0,0,0,7.5563
BENIGN\Ben08\n-07-90.pdf,0,21536,37,0,0,0,0,0,7.2545
BENIGN\Ben08\n-07-91.pdf,0,33172,36,0,0,0,0,0,7.5431
BENIGN\Ben08\n-07-93.pdf,0,11459,23,0,0,0,0,0,6.493
BENIGN\Ben08\n-07-94.pdf,0,50445,65,0,0,0,0,0,7.6507
BENIGN\Ben08\n-07-97.pdf,0,11205,25,0,0,0,0,0,6.3408
BENIGN\Ben08\n-07-98.pdf,0,17391,39,0,0,0,0,0,6.7748
BENIGN\Ben08\n-07-99.pdf,0,13691,23,0,0,0,0,0,6.7471
BENIGN\Ben08\n-08-01.pdf,0,15127,30,0,0,0,0,0,6.8213
BENIGN\Ben08\n-08-02.pdf,0,15167,27,0,0,0,0,0,6.9128
BENIGN\Ben08\n-08-04.pdf,0,29396,52,0,0,0,0,0,7.3581
BENIGN\Ben08\n-08-05.pdf,0,15793,30,0,0,0,0,0,6.7718
BENIGN\Ben08\n-08-06.pdf,0,22584,39,0,0,0,0,0,7.1474
BENIGN\Ben08\n-08-07.pdf,0,14984,26,0,0,0,0,0,6.8159
BENIGN\Ben08\n-08-10.pdf,0,15957,32,0,0,0,0,0,6.9266
BENIGN\Ben08\n-08-100.pdf,0,16713,23,0,0,0,0,0,6.6312
BENIGN\Ben08\n-08-102.pdf,0,19474,29,0,0,0,0,0,6.8048
BENIGN\Ben08\n-08-104.pdf,0,13565,20,0,0,0,0,0,6.3966
BENIGN\Ben08\n-08-105.pdf,0,88567,52,0,0,0,0,0,6.4568
BENIGN\Ben08\n-08-106.pdf,0,19898,28,0,0,0,0,0,6.8842
BENIGN\Ben08\n-08-107.pdf,0,149626,71,0,0,0,0,0,6.4868
BENIGN\Ben08\n-08-108.pdf,0,89322,100,0,0,0,0,0,7.1358
BENIGN\Ben08\n-08-109.pdf,0,45442,56,0,0,0,0,0,7.3611
BENIGN\Ben08\n-08-11.pdf,0,11266,23,0,0,0,0,0,6.474
BENIGN\Ben08\n-08-110.pdf,0,18509,29,0,0,0,0,0,6.5954
BENIGN\Ben08\n-08-111.pdf,0,24608,45,0,0,0,0,0,7.2411
BENIGN\Ben08\n-08-112.pdf,0,88918,54,0,0,0,0,0,6.4578
BENIGN\Ben08\n-08-113.pdf,0,159265,176,0,0,0,0,0,7.5832
BENIGN\Ben08\n-08-115.pdf,0,54709,72,0,0,0,0,0,7.417
BENIGN\Ben08\n-08-12.pdf,0,25019,40,0,0,0,0,0,7.2818
BENIGN\Ben08\n-08-13.pdf,0,57977,103,0,0,0,0,0,7.5674
BENIGN\Ben08\n-08-14.pdf,0,28104,60,0,0,0,0,0,7.2702
BENIGN\Ben08\n-08-15.pdf,0,21859,38,0,0,0,0,0,7.1389
BENIGN\Ben08\n-08-17.pdf,0,33292,36,0,0,0,0,0,7.5438
BENIGN\Ben08\n-08-18.pdf,0,33381,62,0,0,0,0,0,7.4235
BENIGN\Ben08\n-08-19.pdf,0,16988,35,0,0,0,0,0,6.844
BENIGN\Ben08\n-08-2.pdf,0,15199,27,0,0,0,0,0,6.9132
BENIGN\Ben08\n-08-20.pdf,0,23389,34,0,0,0,0,0,7.365
BENIGN\Ben08\n-08-21.pdf,0,68419,39,0,0,0,0,0,7.8457
BENIGN\Ben08\n-08-24.pdf,0,33251,36,0,0,0,0,0,7.5516
BENIGN\Ben08\n-08-25.pdf,0,34396,61,0,0,0,0,0,7.4802
BENIGN\Ben08\n-08-26.pdf,0,16601,36,0,0,0,0,0,6.8627
BENIGN\Ben08\n-08-27.pdf,0,33257,57,0,0,0,0,0,7.4428
BENIGN\Ben08\n-08-28.pdf,0,15914,23,0,0,0,0,0,6.5705
BENIGN\Ben08\n-08-29.pdf,0,19063,23,0,0,0,0,0,6.8768
BENIGN\Ben08\n-08-30.pdf,0,40519,43,0,0,0,0,0,7.3562
BENIGN\Ben08\n-08-31.pdf,0,25477,32,0,0,0,0,0,6.9889
BENIGN\Ben08\n-08-32.pdf,0,19353,30,0,0,0,0,0,6.767
BENIGN\Ben08\n-08-33.pdf,0,33885,49,0,0,0,0,0,7.1182
BENIGN\Ben08\n-08-34.pdf,0,18866,27,0,0,0,0,0,6.8117
BENIGN\Ben08\n-08-35.pdf,0,36670,52,0,0,0,0,0,7.1793
BENIGN\Ben08\n-08-36.pdf,0,47352,65,0,0,0,0,0,7.2945
BENIGN\Ben08\n-08-37.pdf,0,87079,55,0,0,0,0,0,6.3997
BENIGN\Ben08\n-08-38.pdf,0,13711,28,0,0,0,0,0,6.6575
BENIGN\Ben08\n-08-39.pdf,0,11723,21,0,0,0,0,0,6.5864
BENIGN\Ben08\n-08-40.pdf,0,86359,71,0,0,0,0,0,7.6804
BENIGN\Ben08\n-08-41.pdf,0,60497,63,0,0,0,0,0,7.4893
BENIGN\Ben08\n-08-42.pdf,0,16093,23,0,0,0,0,0,6.5946
BENIGN\Ben08\n-08-43.pdf,0,19327,28,0,0,0,0,0,6.6967
BENIGN\Ben08\n-08-44.pdf,0,15208,23,0,0,0,0,0,6.399
BENIGN\Ben08\n-08-45.pdf,0,87379,54,0,0,0,0,0,6.4534
BENIGN\Ben08\n-08-46.pdf,0,20968,33,0,0,0,0,0,6.5913
BENIGN\Ben08\n-08-47.pdf,0,15892,25,0,0,0,0,0,6.5498
BENIGN\Ben08\n-08-49.pdf,0,18108,28,0,0,0,0,0,6.6706
BENIGN\Ben08\n-08-50.pdf,0,87483,54,0,0,0,0,0,6.4512
BENIGN\Ben08\n-08-51.pdf,0,38322,46,0,0,0,0,0,7.2859
BENIGN\Ben08\n-08-52.pdf,0,39119,44,0,0,0,0,0,7.2326
BENIGN\Ben08\n-08-53.pdf,0,87394,54,0,0,0,0,0,6.4509
BENIGN\Ben08\n-08-54.pdf,0,17925,28,0,0,0,0,0,6.6907
BENIGN\Ben08\n-08-55.pdf,0,22660,33,0,0,0,0,0,7.2614
BENIGN\Ben08\n-08-56.pdf,0,23788,34,0,0,0,0,0,7.06
BENIGN\Ben08\n-08-58.pdf,0,20451,29,0,0,0,0,0,6.8914
BENIGN\Ben08\n-08-59.pdf,0,51425,102,0,0,0,0,0,7.5428
BENIGN\Ben08\n-08-60.pdf,0,26526,49,0,0,0,0,0,7.2844
BENIGN\Ben08\n-08-61.pdf,0,20567,29,0,0,0,0,0,6.9018
